FocalGenus,Comment/Source,Type,Clade,Genus1,Genus2,Genus3,Genus4,Genus5,Genus6,Genus7,Genus8,Genus9,Genus10,Genus11,Genus12,Genus13,Genus14,Genus15,Genus16,Genus17,Genus18,Genus19,Genus20,Genus21,Genus22,Genus23,Genus24,Genus25,Genus26,Genus27,Genus28,Genus29,Genus30,Genus31,Genus32,Genus33,Genus34,Genus35,Genus36,Genus37,Genus38,Genus39,Genus40,Genus41,Genus42,Genus43,Genus44,Genus45,Genus46,Genus47,Genus48,Genus49,Genus50,Genus51,Genus52,Genus53,Genus54,Genus55,Genus56,Genus57,Genus58,Genus59,Genus60,Genus61,Genus62,Genus63,Genus64,Genus65,Genus66,Genus67,Genus68,Genus69,Genus70,Genus71,Genus72,Genus73,Genus74,Genus75,Genus76,Genus77,Genus78,Genus79,Genus80,Genus81,Genus82,Genus83,Genus84,Genus85,Genus86,Genus87,Genus88,Genus89,Genus90,Genus91,Genus92,Genus93,Genus94,Genus95,Genus96,Genus97,Genus98,Genus99,Genus100,Genus101,Genus102,Genus103,Genus104,Genus105,Genus106
Taoniscus,Nothurinae,include,Paleognathae,Taoniscus,Rhynchotus,Nothoprocta,Nothura,Eudromia,Tinamotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monachella,Subfamily Petroicinae,include,Petroicidae,Monachella,Petroica,Eugerygone,Microeca,Eopsaltria,Drymodes,Heteromyias,Pachycephalopsis,Parula,Peneothello,Melanodryas,Tregellasia,Amalocichla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anurophasis,Will Stein pers. comm.,include,Phasianidae,Anurophasis,Margaroperdix,Coturnix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lerwa,Will Stein pers. comm.,include,Phasianidae,Lerwa,Meleagris,Bonasa,Tetrao,Lagopus,Centrocercus,Tympanuchus,Dendragapus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melanoperdix,Will Stein pers. comm.,include,Phasianidae,Melanoperdix,Rollulus,Caloperdix,Xenoperdix,Arborophila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poliocephalus,all,include,Podicipedidae,Poliocephalus,Podiceps,Aechmophorus,Rollandia,Podilymbus,Tachybaptus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nesofregetta,Subfamily Oceanitinae,include,Procellariidae,Nesofregetta,Oceanites,Garrodia,Pelagodroma,Fregetta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psittacella,"Platycercidae for Australian broad-tailed parrots, Cyanoramphus, Eunymphicus and Prosopeia. This group would probably include Psittacella too.Recent research placing it as the basalmost 'broad-tail'.",include,Psittacidae1,Psittacella,Cyanoramphus,Eunymphicus,Prosopeia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ognorhynchus,all,include,Psittacidae2,Ognorhynchus,Myiopsitta,Pionus,Pionopsitta,Pionites,Orthopsittaca,Diopsittaca,Nandayus,Psilopsiagon,Leptosittaca,Hapalopsittaca,Guaruba,Graydidascalus,Forpus,Nannopsittaca,Triclaria,Poicephalus,Primolius,Touit,Rhynchopsitta,Pyrrhura,Pyrilia,Psittacus,Deroptyus,Enicognathus,Alipiopsitta,Cyanopsitta,Cyanoliseus,Brotogeris,Bolborhynchus,Aratinga,Ara,Amazona,Anodorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aenigmatolimnas,all,include,Rallidae,Aenigmatolimnas,Amaurolimnas,Amaurornis,Anurolimnas,Aramides,Aramidopsis,Atlantisia,Canirallus,Coturnicops,Crecopsis,Crex,Cyanolimnas,Dryolimnas,Eulabeornis,Fulica,Gallicrex,Gallinula,Gallirallus,Gymnocrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaurolimnas,all,include,Rallidae,Amaurolimnas,Aenigmatolimnas,Amaurornis,Anurolimnas,Aramides,Aramidopsis,Atlantisia,Canirallus,Coturnicops,Crecopsis,Crex,Cyanolimnas,Dryolimnas,Eulabeornis,Fulica,Gallicrex,Gallinula,Gallirallus,Gymnocrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anurolimnas,all,include,Rallidae,Anurolimnas,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Aramidopsis,Atlantisia,Canirallus,Coturnicops,Crecopsis,Crex,Cyanolimnas,Dryolimnas,Eulabeornis,Fulica,Gallicrex,Gallinula,Gallirallus,Gymnocrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aramidopsis,all,include,Rallidae,Aramidopsis,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Atlantisia,Canirallus,Coturnicops,Crecopsis,Crex,Cyanolimnas,Dryolimnas,Eulabeornis,Fulica,Gallicrex,Gallinula,Gallirallus,Gymnocrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlantisia,all,include,Rallidae,Atlantisia,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Canirallus,Coturnicops,Crecopsis,Crex,Cyanolimnas,Dryolimnas,Eulabeornis,Fulica,Gallicrex,Gallinula,Gallirallus,Gymnocrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canirallus,all,include,Rallidae,Canirallus,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Crecopsis,Crex,Cyanolimnas,Dryolimnas,Eulabeornis,Fulica,Gallicrex,Gallinula,Gallirallus,Gymnocrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crecopsis,all,include,Rallidae,Crecopsis,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Cyanolimnas,Dryolimnas,Eulabeornis,Fulica,Gallicrex,Gallinula,Gallirallus,Gymnocrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyanolimnas,all,include,Rallidae,Cyanolimnas,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Crecopsis,Dryolimnas,Eulabeornis,Fulica,Gallicrex,Gallinula,Gallirallus,Gymnocrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dryolimnas,all,include,Rallidae,Dryolimnas,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Crecopsis,Cyanolimnas,Eulabeornis,Fulica,Gallicrex,Gallinula,Gallirallus,Gymnocrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eulabeornis,all,include,Rallidae,Eulabeornis,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Crecopsis,Cyanolimnas,Dryolimnas,Fulica,Gallicrex,Gallinula,Gallirallus,Gymnocrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gallicrex,all,include,Rallidae,Gallicrex,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Crecopsis,Cyanolimnas,Dryolimnas,Fulica,Eulabeornis,Gallinula,Gallirallus,Gymnocrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnocrex,all,include,Rallidae,Gymnocrex,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Crecopsis,Cyanolimnas,Dryolimnas,Fulica,Eulabeornis,Gallinula,Gallirallus,Gallicrex,Habroptila,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Habroptila,all,include,Rallidae,Habroptila,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Crecopsis,Cyanolimnas,Dryolimnas,Fulica,Eulabeornis,Gallinula,Gallirallus,Gallicrex,Gymnocrex,Laterallus,Lewinia,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lewinia,all,include,Rallidae,Lewinia,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Crecopsis,Cyanolimnas,Dryolimnas,Fulica,Eulabeornis,Gallinula,Gallirallus,Gallicrex,Gymnocrex,Laterallus,Habroptila,Megacrex,Micropygia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micropygia,all,include,Rallidae,Micropygia,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Crecopsis,Cyanolimnas,Dryolimnas,Fulica,Eulabeornis,Gallinula,Gallirallus,Gallicrex,Gymnocrex,Laterallus,Habroptila,Megacrex,Lewinia,Neocrex,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neocrex,all,include,Rallidae,Neocrex,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Crecopsis,Cyanolimnas,Dryolimnas,Fulica,Eulabeornis,Gallinula,Gallirallus,Gallicrex,Gymnocrex,Laterallus,Habroptila,Megacrex,Lewinia,Micropygia,Nesoclopeus,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nesoclopeus,all,include,Rallidae,Nesoclopeus,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Crecopsis,Cyanolimnas,Dryolimnas,Fulica,Eulabeornis,Gallinula,Gallirallus,Gallicrex,Gymnocrex,Laterallus,Habroptila,Megacrex,Lewinia,Micropygia,Neocrex,Pardirallus,Porzana,Rallina,Rallus,Rougetius,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rougetius,all,include,Rallidae,Rougetius,Aenigmatolimnas,Amaurornis,Amaurolimnas,Aramides,Anurolimnas,Aramidopsis,Atlantisia,Coturnicops,Canirallus,Crex,Crecopsis,Cyanolimnas,Dryolimnas,Fulica,Eulabeornis,Gallinula,Gallirallus,Gallicrex,Gymnocrex,Laterallus,Habroptila,Megacrex,Lewinia,Micropygia,Neocrex,Pardirallus,Porzana,Rallina,Rallus,Nesoclopeus,Sarothrura,Podica,Porphyrio,Himantornis,Heliopais,Heliornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drymocichla,taxonomy,include,S10,Drymocichla,Apalis,Bathmocercus,Camaroptera,Cisticola,Eminia,Euryptila,Graueria,Heliolais,Hypergerus,Incana,Malcorus,Orthotomus,Phragmacia,Phyllolais,Poliolais,Prinia,Spiloptila,Urolais,Hypergerus,Oreolais,Artisornis,Eremomela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graueria,taxonomy,include,S10,Graueria,Apalis,Bathmocercus,Camaroptera,Cisticola,Eminia,Euryptila,Drymocichla,Heliolais,Hypergerus,Incana,Malcorus,Orthotomus,Phragmacia,Phyllolais,Poliolais,Prinia,Spiloptila,Urolais,Hypergerus,Oreolais,Artisornis,Eremomela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malcorus,taxonomy,include,S10,Malcorus,Apalis,Bathmocercus,Camaroptera,Cisticola,Eminia,Euryptila,Drymocichla,Heliolais,Hypergerus,Incana,Graueria,Orthotomus,Phragmacia,Phyllolais,Poliolais,Prinia,Spiloptila,Urolais,Hypergerus,Oreolais,Artisornis,Eremomela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
